,block_dc_mq_1,block_dc_mq_2,block_dc_mq_3,block_dc_mq_4,block_dc_mq_5,block_dc_mq_6,block_dc_mq_7,block_dc_mq_8,block_dc_mq_9,block_dc_mq_10,block_dc_mq_11,block_dc_mq_12,block_dc_mq_13,block_dc_mq_14,block_dc_mq_15,block_dc_mq_16,block_dc_mq_17,block_dc_mq_18,block_dc_mq_19,block_dc_mq_20,block_dc_mq_21,block_dc_mq_22,block_dc_mq_23,block_dc_mq_24,block_dc_mq_25,block_dc_mq_26,block_dc_mq_27,block_dc_mq_28,block_dc_mq_29,block_dc_mq_30,block_dc_mq_31,block_dc_mq_32,block_dc_mq_33,block_dc_mq_34,block_dc_mq_35,block_dc_mq_36
Episode 165,12.296624011653364,12.296624011653364,12.296624011653364,12.296624011653364,12.296624011653364,12.296624011653364,12.296624011653364,12.296624011653364,12.296624011653364,12.296624011653364,12.296624011653364,12.296624011653364,12.296624011653364,12.296624011653364,12.296624011653364,12.296624011653364,12.296624011653364,12.296624011653364,12.296624011653364,12.296624011653364,12.296624011653364,12.296624011653364,12.296624011653364,12.296624011653364,12.296624011653364,12.296624011653364,12.296624011653364,12.296624011653364,12.296624011653364,12.296624011653364,12.296624011653364,12.296624011653364,12.296624011653364,12.296624011653364,12.296624011653364,12.296624011653364
Episode 166,11.187230053190008,11.187230053190008,11.187230053190008,11.187230053190008,11.187230053190008,11.187230053190008,11.187230053190008,11.187230053190008,11.187230053190008,11.187230053190008,11.187230053190008,11.187230053190008,11.187230053190008,11.187230053190008,11.187230053190008,11.187230053190008,11.187230053190008,11.187230053190008,11.187230053190008,11.187230053190008,11.187230053190008,11.187230053190008,11.187230053190008,11.187230053190008,11.187230053190008,11.187230053190008,11.187230053190008,11.187230053190008,11.187230053190008,11.187230053190008,11.187230053190008,11.187230053190008,11.187230053190008,11.187230053190008,11.187230053190008,11.187230053190008
Episode 167,10.178946367463936,10.178946367463936,10.178946367463936,10.178946367463936,10.178946367463936,10.178946367463936,10.178946367463936,10.178946367463936,10.178946367463936,10.178946367463936,10.178946367463936,10.178946367463936,10.178946367463936,10.178946367463936,10.178946367463936,10.178946367463936,10.178946367463936,10.178946367463936,10.178946367463936,10.178946367463936,10.178946367463936,10.178946367463936,10.178946367463936,10.178946367463936,10.178946367463936,10.178946367463936,10.178946367463936,10.178946367463936,10.178946367463936,10.178946367463936,10.178946367463936,10.178946367463936,10.178946367463936,10.178946367463936,10.178946367463936,10.178946367463936
Episode 168,9.262381387817529,9.262381387817529,9.262381387817529,9.262381387817529,9.262381387817529,9.262381387817529,9.262381387817529,9.262381387817529,9.262381387817529,9.262381387817529,9.262381387817529,9.262381387817529,9.262381387817529,9.262381387817529,9.262381387817529,9.262381387817529,9.262381387817529,9.262381387817529,9.262381387817529,9.262381387817529,9.262381387817529,9.262381387817529,9.262381387817529,9.262381387817529,9.262381387817529,9.262381387817529,9.262381387817529,9.262381387817529,9.262381387817529,9.262381387817529,9.262381387817529,9.262381387817529,9.262381387817529,9.262381387817529,9.262381387817529,9.262381387817529
Episode 169,8.429046333795469,8.429046333795469,8.429046333795469,8.429046333795469,8.429046333795469,8.429046333795469,8.429046333795469,8.429046333795469,8.429046333795469,8.429046333795469,8.429046333795469,8.429046333795469,8.429046333795469,8.429046333795469,8.429046333795469,8.429046333795469,8.429046333795469,8.429046333795469,8.429046333795469,8.429046333795469,8.429046333795469,8.429046333795469,8.429046333795469,8.429046333795469,8.429046333795469,8.429046333795469,8.429046333795469,8.429046333795469,8.429046333795469,8.429046333795469,8.429046333795469,8.429046333795469,8.429046333795469,8.429046333795469,8.429046333795469,8.429046333795469
Episode 170,56.66666666666666,56.66666666666666,56.66666666666666,54.4,51.0,45.333333333333336,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 171,8.429046333783162,8.429046333783162,8.429046333783162,8.429046333783162,8.429046333783162,8.429046333783162,8.429046333783162,8.429046333783162,8.429046333783162,8.429046333783162,8.429046333783162,8.429046333783162,8.429046333783162,8.429046333783162,8.429046333783162,8.429046333783162,8.429046333783162,8.429046333783162,8.429046333783162,8.429046333783162,8.429046333783162,8.429046333783162,8.429046333783162,8.429046333783162,8.429046333783162,8.429046333783162,8.429046333783162,8.429046333783162,8.429046333783162,8.429046333783162,8.429046333783162,8.429046333783162,8.429046333783162,8.429046333783162,8.429046333783162,8.429046333783162
Episode 172,7.712189235597407,7.712189235597407,7.712189235597407,7.712189235597407,7.712189235597407,7.712189235597407,7.712189235597407,7.712189235597407,7.712189235597407,7.712189235597407,7.712189235597407,7.712189235597407,7.712189235597407,7.712189235597407,7.712189235597407,7.712189235597407,7.712189235597407,7.712189235597407,7.712189235597407,7.712189235597407,7.712189235597407,7.712189235597407,7.712189235597407,7.712189235597407,7.712189235597407,7.712189235597407,7.712189235597407,7.712189235597407,7.712189235597407,7.712189235597407,7.712189235597407,7.712189235597407,7.712189235597407,7.712189235597407,7.712189235597407,7.712189235597407
Episode 173,7.019306344733224,7.019306344733224,7.019306344733224,7.019306344733224,7.019306344733224,7.019306344733224,7.019306344733224,7.019306344733224,7.019306344733224,7.019306344733224,7.019306344733224,7.019306344733224,7.019306344733224,7.019306344733224,7.019306344733224,7.019306344733224,7.019306344733224,7.019306344733224,7.019306344733224,7.019306344733224,7.019306344733224,7.019306344733224,7.019306344733224,7.019306344733224,7.019306344733224,7.019306344733224,7.019306344733224,7.019306344733224,7.019306344733224,7.019306344733224,7.019306344733224,7.019306344733224,7.019306344733224,7.019306344733224,7.019306344733224,7.019306344733224
Episode 174,7.01930634472069,7.01930634472069,7.01930634472069,7.01930634472069,7.01930634472069,7.01930634472069,7.01930634472069,7.01930634472069,7.01930634472069,7.01930634472069,7.01930634472069,7.01930634472069,7.01930634472069,7.01930634472069,7.01930634472069,7.01930634472069,7.01930634472069,7.01930634472069,7.01930634472069,7.01930634472069,7.01930634472069,7.01930634472069,7.01930634472069,7.01930634472069,7.01930634472069,7.01930634472069,7.01930634472069,7.01930634472069,7.01930634472069,7.01930634472069,7.01930634472069,7.01930634472069,7.01930634472069,7.01930634472069,7.01930634472069,7.01930634472069
Episode 175,7.019306344708184,7.019306344708184,7.019306344708184,7.019306344708184,7.019306344708184,7.019306344708184,7.019306344708184,7.019306344708184,7.019306344708184,7.019306344708184,7.019306344708184,7.019306344708184,7.019306344708184,7.019306344708184,7.019306344708184,7.019306344708184,7.019306344708184,7.019306344708184,7.019306344708184,7.019306344708184,7.019306344708184,7.019306344708184,7.019306344708184,7.019306344708184,7.019306344708184,7.019306344708184,7.019306344708184,7.019306344708184,7.019306344708184,7.019306344708184,7.019306344708184,7.019306344708184,7.019306344708184,7.019306344708184,7.019306344708184,7.019306344708184
Episode 176,6.389072830032774,6.389072830032774,6.389072830032774,6.389072830032774,6.389072830032774,6.389072830032774,6.389072830032774,6.389072830032774,6.389072830032774,6.389072830032774,6.389072830032774,6.389072830032774,6.389072830032774,6.389072830032774,6.389072830032774,6.389072830032774,6.389072830032774,6.389072830032774,6.389072830032774,6.389072830032774,6.389072830032774,6.389072830032774,6.389072830032774,6.389072830032774,6.389072830032774,6.389072830032774,6.389072830032774,6.389072830032774,6.389072830032774,6.389072830032774,6.389072830032774,6.389072830032774,6.389072830032774,6.389072830032774,6.389072830032774,6.389072830032774
Episode 177,5.815755461857179,5.815755461857179,5.815755461857179,5.815755461857179,5.815755461857179,5.815755461857179,5.815755461857179,5.815755461857179,5.815755461857179,5.815755461857179,5.815755461857179,5.815755461857179,5.815755461857179,5.815755461857179,5.815755461857179,5.815755461857179,5.815755461857179,5.815755461857179,5.815755461857179,5.815755461857179,5.815755461857179,5.815755461857179,5.815755461857179,5.815755461857179,5.815755461857179,5.815755461857179,5.815755461857179,5.815755461857179,5.815755461857179,5.815755461857179,5.815755461857179,5.815755461857179,5.815755461857179,5.815755461857179,5.815755461857179,5.815755461857179
Episode 178,5.815755461844731,5.815755461844731,5.815755461844731,5.815755461844731,5.815755461844731,5.815755461844731,5.815755461844731,5.815755461844731,5.815755461844731,5.815755461844731,5.815755461844731,5.815755461844731,5.815755461844731,5.815755461844731,5.815755461844731,5.815755461844731,5.815755461844731,5.815755461844731,5.815755461844731,5.815755461844731,5.815755461844731,5.815755461844731,5.815755461844731,5.815755461844731,5.815755461844731,5.815755461844731,5.815755461844731,5.815755461844731,5.815755461844731,5.815755461844731,5.815755461844731,5.815755461844731,5.815755461844731,5.815755461844731,5.815755461844731,5.815755461844731
Episode 179,5.294157461810357,5.294157461810357,5.294157461810357,5.294157461810357,5.294157461810357,5.294157461810357,5.294157461810357,5.294157461810357,5.294157461810357,5.294157461810357,5.294157461810357,5.294157461810357,5.294157461810357,5.294157461810357,5.294157461810357,5.294157461810357,5.294157461810357,5.294157461810357,5.294157461810357,5.294157461810357,5.294157461810357,5.294157461810357,5.294157461810357,5.294157461810357,5.294157461810357,5.294157461810357,5.294157461810357,5.294157461810357,5.294157461810357,5.294157461810357,5.294157461810357,5.294157461810357,5.294157461810357,5.294157461810357,5.294157461810357,5.294157461810357
Episode 180,5.294157461797909,5.294157461797909,5.294157461797909,5.294157461797909,5.294157461797909,5.294157461797909,5.294157461797909,5.294157461797909,5.294157461797909,5.294157461797909,5.294157461797909,5.294157461797909,5.294157461797909,5.294157461797909,5.294157461797909,5.294157461797909,5.294157461797909,5.294157461797909,5.294157461797909,5.294157461797909,5.294157461797909,5.294157461797909,5.294157461797909,5.294157461797909,5.294157461797909,5.294157461797909,5.294157461797909,5.294157461797909,5.294157461797909,5.294157461797909,5.294157461797909,5.294157461797909,5.294157461797909,5.294157461797909,5.294157461797909,5.294157461797909
Episode 181,56.66666666666666,56.66666666666666,54.4,51.0,45.333333333333336,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 182,4.819566287244697,4.819566287244697,4.819566287244697,4.819566287244697,4.819566287244697,4.819566287244697,4.819566287244697,4.819566287244697,4.819566287244697,4.819566287244697,4.819566287244697,4.819566287244697,4.819566287244697,4.819566287244697,4.819566287244697,4.819566287244697,4.819566287244697,4.819566287244697,4.819566287244697,4.819566287244697,4.819566287244697,4.819566287244697,4.819566287244697,4.819566287244697,4.819566287244697,4.819566287244697,4.819566287244697,4.819566287244697,4.819566287244697,4.819566287244697,4.819566287244697,4.819566287244697,4.819566287244697,4.819566287244697,4.819566287244697,4.819566287244697
Episode 183,4.387706841451376,4.387706841451376,4.387706841451376,4.387706841451376,4.387706841451376,4.387706841451376,4.387706841451376,4.387706841451376,4.387706841451376,4.387706841451376,4.387706841451376,4.387706841451376,4.387706841451376,4.387706841451376,4.387706841451376,4.387706841451376,4.387706841451376,4.387706841451376,4.387706841451376,4.387706841451376,4.387706841451376,4.387706841451376,4.387706841451376,4.387706841451376,4.387706841451376,4.387706841451376,4.387706841451376,4.387706841451376,4.387706841451376,4.387706841451376,4.387706841451376,4.387706841451376,4.387706841451376,4.387706841451376,4.387706841451376,4.387706841451376
Episode 184,3.994699488551049,3.994699488551049,3.994699488551049,3.994699488551049,3.994699488551049,3.994699488551049,3.994699488551049,3.994699488551049,3.994699488551049,3.994699488551049,3.994699488551049,3.994699488551049,3.994699488551049,3.994699488551049,3.994699488551049,3.994699488551049,3.994699488551049,3.994699488551049,3.994699488551049,3.994699488551049,3.994699488551049,3.994699488551049,3.994699488551049,3.994699488551049,3.994699488551049,3.994699488551049,3.994699488551049,3.994699488551049,3.994699488551049,3.994699488551049,3.994699488551049,3.994699488551049,3.994699488551049,3.994699488551049,3.994699488551049,3.994699488551049
Episode 185,3.63702233248506,3.63702233248506,3.63702233248506,3.63702233248506,3.63702233248506,3.63702233248506,3.63702233248506,3.63702233248506,3.63702233248506,3.63702233248506,3.63702233248506,3.63702233248506,3.63702233248506,3.63702233248506,3.63702233248506,3.63702233248506,3.63702233248506,3.63702233248506,3.63702233248506,3.63702233248506,3.63702233248506,3.63702233248506,3.63702233248506,3.63702233248506,3.63702233248506,3.63702233248506,3.63702233248506,3.63702233248506,3.63702233248506,3.63702233248506,3.63702233248506,3.63702233248506,3.63702233248506,3.63702233248506,3.63702233248506,3.63702233248506
Episode 186,3.3114772877457312,3.3114772877457312,3.3114772877457312,3.3114772877457312,3.3114772877457312,3.3114772877457312,3.3114772877457312,3.3114772877457312,3.3114772877457312,3.3114772877457312,3.3114772877457312,3.3114772877457312,3.3114772877457312,3.3114772877457312,3.3114772877457312,3.3114772877457312,3.3114772877457312,3.3114772877457312,3.3114772877457312,3.3114772877457312,3.3114772877457312,3.3114772877457312,3.3114772877457312,3.3114772877457312,3.3114772877457312,3.3114772877457312,3.3114772877457312,3.3114772877457312,3.3114772877457312,3.3114772877457312,3.3114772877457312,3.3114772877457312,3.3114772877457312,3.3114772877457312,3.3114772877457312,3.3114772877457312
Episode 187,3.015159528360812,3.015159528360812,3.015159528360812,3.015159528360812,3.015159528360812,3.015159528360812,3.015159528360812,3.015159528360812,3.015159528360812,3.015159528360812,3.015159528360812,3.015159528360812,3.015159528360812,3.015159528360812,3.015159528360812,3.015159528360812,3.015159528360812,3.015159528360812,3.015159528360812,3.015159528360812,3.015159528360812,3.015159528360812,3.015159528360812,3.015159528360812,3.015159528360812,3.015159528360812,3.015159528360812,3.015159528360812,3.015159528360812,3.015159528360812,3.015159528360812,3.015159528360812,3.015159528360812,3.015159528360812,3.015159528360812,3.015159528360812
Episode 188,2.745429951804425,2.745429951804425,2.745429951804425,2.745429951804425,2.745429951804425,2.745429951804425,2.745429951804425,2.745429951804425,2.745429951804425,2.745429951804425,2.745429951804425,2.745429951804425,2.745429951804425,2.745429951804425,2.745429951804425,2.745429951804425,2.745429951804425,2.745429951804425,2.745429951804425,2.745429951804425,2.745429951804425,2.745429951804425,2.745429951804425,2.745429951804425,2.745429951804425,2.745429951804425,2.745429951804425,2.745429951804425,2.745429951804425,2.745429951804425,2.745429951804425,2.745429951804425,2.745429951804425,2.745429951804425,2.745429951804425,2.745429951804425
Episode 189,2.745429951800816,2.745429951800816,2.745429951800816,2.745429951800816,2.745429951800816,2.745429951800816,2.745429951800816,2.745429951800816,2.745429951800816,2.745429951800816,2.745429951800816,2.745429951800816,2.745429951800816,2.745429951800816,2.745429951800816,2.745429951800816,2.745429951800816,2.745429951800816,2.745429951800816,2.745429951800816,2.745429951800816,2.745429951800816,2.745429951800816,2.745429951800816,2.745429951800816,2.745429951800816,2.745429951800816,2.745429951800816,2.745429951800816,2.745429951800816,2.745429951800816,2.745429951800816,2.745429951800816,2.745429951800816,2.745429951800816,2.745429951800816
Episode 190,2.74542995178831,2.74542995178831,2.74542995178831,2.74542995178831,2.74542995178831,2.74542995178831,2.74542995178831,2.74542995178831,2.74542995178831,2.74542995178831,2.74542995178831,2.74542995178831,2.74542995178831,2.74542995178831,2.74542995178831,2.74542995178831,2.74542995178831,2.74542995178831,2.74542995178831,2.74542995178831,2.74542995178831,2.74542995178831,2.74542995178831,2.74542995178831,2.74542995178831,2.74542995178831,2.74542995178831,2.74542995178831,2.74542995178831,2.74542995178831,2.74542995178831,2.74542995178831,2.74542995178831,2.74542995178831,2.74542995178831,2.74542995178831
Episode 191,2.7454299517758045,2.7454299517758045,2.7454299517758045,2.7454299517758045,2.7454299517758045,2.7454299517758045,2.7454299517758045,2.7454299517758045,2.7454299517758045,2.7454299517758045,2.7454299517758045,2.7454299517758045,2.7454299517758045,2.7454299517758045,2.7454299517758045,2.7454299517758045,2.7454299517758045,2.7454299517758045,2.7454299517758045,2.7454299517758045,2.7454299517758045,2.7454299517758045,2.7454299517758045,2.7454299517758045,2.7454299517758045,2.7454299517758045,2.7454299517758045,2.7454299517758045,2.7454299517758045,2.7454299517758045,2.7454299517758045,2.7454299517758045,2.7454299517758045,2.7454299517758045,2.7454299517758045,2.7454299517758045
Episode 192,56.66666666666666,54.4,51.0,45.333333333333336,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 193,2.4998903381442688,2.4998903381442688,2.4998903381442688,2.4998903381442688,2.4998903381442688,2.4998903381442688,2.4998903381442688,2.4998903381442688,2.4998903381442688,2.4998903381442688,2.4998903381442688,2.4998903381442688,2.4998903381442688,2.4998903381442688,2.4998903381442688,2.4998903381442688,2.4998903381442688,2.4998903381442688,2.4998903381442688,2.4998903381442688,2.4998903381442688,2.4998903381442688,2.4998903381442688,2.4998903381442688,2.4998903381442688,2.4998903381442688,2.4998903381442688,2.4998903381442688,2.4998903381442688,2.4998903381442688,2.4998903381442688,2.4998903381442688,2.4998903381442688,2.4998903381442688,2.4998903381442688,2.4998903381442688
Episode 194,2.2884320179426823,2.2884320179426823,2.2884320179426823,2.2884320179426823,2.2884320179426823,2.2884320179426823,2.2884320179426823,2.2884320179426823,2.2884320179426823,2.2884320179426823,2.2884320179426823,2.2884320179426823,2.2884320179426823,2.2884320179426823,2.2884320179426823,2.2884320179426823,2.2884320179426823,2.2884320179426823,2.2884320179426823,2.2884320179426823,2.2884320179426823,2.2884320179426823,2.2884320179426823,2.2884320179426823,2.2884320179426823,2.2884320179426823,2.2884320179426823,2.2884320179426823,2.2884320179426823,2.2884320179426823,2.2884320179426823,2.2884320179426823,2.2884320179426823,2.2884320179426823,2.2884320179426823,2.2884320179426823
Episode 195,0.0,0.0,0.0,0.0,77.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,125.0,108.00000000000009,125.0,125.0,0.0,0.0,0.0,0.0,125.0,98.0
Episode 196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 203,56.66666666666666,54.4,51.0,45.333333333333336,34.0,34.0,34.0,34.0,34.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 214,54.4,51.0,45.333333333333336,34.0,34.0,34.0,34.0,34.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 225,54.4,51.0,45.333333333333336,34.0,34.0,34.0,34.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
